Participant_ID,Activity_Type,Timestamp,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_ax,adxl_ay,adxl_az,l3gd_gx,l3gd_gy,l3gd_gz,lsm_ax,lsm_ay,lsm_az,joy_lx,joy_ly,joy_lb,joy_rx,joy_ry,joy_rb,mpu_temp
2,Udarzenia,2025-10-05 02:38:23.264,7.903,-6.036,1.233,-0.295,0.135,-0.014,0.039,1.216,8.63,-0.49,0.1,0.098,12517.0,-9013.0,-3775.0,1969,1890,1,1846,1907,1,0
2,Udarzenia,2025-10-05 02:38:23.374,8.097,-6.539,1.221,-0.209,0.02,0.042,0.157,2.197,9.767,-0.342,-0.042,0.066,13388.0,-8116.0,-3408.0,1968,1901,1,1852,1907,1,0
2,Udarzenia,2025-10-05 02:38:23.484,8.265,-6.61,0.972,-0.112,0.091,0.026,0.235,1.922,9.532,0.002,0.022,-0.06,13643.0,-9737.0,-4026.0,1965,1894,1,1851,1906,1,0
2,Udarzenia,2025-10-05 02:38:23.594,8.119,-6.965,2.105,0.171,-0.013,-0.115,-0.588,0.981,10.552,-0.342,-0.745,0.382,24156.0,-5770.0,-5123.0,1968,1898,1,1843,1907,1,0
2,Udarzenia,2025-10-05 02:38:23.714,6.996,-7.276,0.577,0.032,-0.629,-0.19,1.177,1.608,8.708,-4.338,-1.471,0.876,32760.0,7898.0,-2002.0,1964,1899,1,1845,1909,1,0
2,Udarzenia,2025-10-05 02:38:23.822,7.671,-5.567,0.553,0.824,-0.352,-0.157,-0.981,1.687,9.414,-5.109,-3.588,4.861,-11462.0,12262.0,3361.0,1965,1894,1,1852,1904,1,0
2,Udarzenia,2025-10-05 02:38:23.934,7.377,-3.598,2.066,1.07,-0.357,0.117,1.491,0.039,7.845,-4.915,-3.643,4.077,-26834.0,-32113.0,-32760.0,1968,1899,1,1851,1899,1,0
2,Udarzenia,2025-10-05 02:38:24.054,11.162,-7.807,0.342,0.174,-0.474,0.303,4.903,1.648,13.847,-2.976,1.472,-1.52,-12994.0,3986.0,-11572.0,1968,1898,1,1846,1907,1,0
2,Udarzenia,2025-10-05 02:38:24.174,9.929,-4.559,0.314,-0.595,0.327,-0.234,5.06,0.353,6.512,5.105,1.517,-4.566,-5554.0,-6612.0,-15081.0,1967,1891,1,1843,1907,1,0
2,Udarzenia,2025-10-05 02:38:24.284,9.529,-4.975,-1.638,-0.929,0.403,-0.539,0.078,-0.549,9.65,4.549,2.763,-3.084,11204.0,-1512.0,-662.0,1965,1889,1,1847,1908,1,0
2,Udarzenia,2025-10-05 02:38:24.394,7.817,-5.308,0.601,-0.752,1.065,-0.62,1.687,1.569,7.61,0.695,2.348,-0.835,29041.0,-809.0,-2578.0,1966,1893,1,1849,1910,1,0
2,Udarzenia,2025-10-05 02:38:24.504,7.592,-7.446,3.443,-0.288,0.509,-0.607,0.314,2.275,11.258,-0.179,-0.056,0.028,23493.0,-1556.0,2514.0,1957,1894,1,1849,1907,1,0
2,Udarzenia,2025-10-05 02:38:24.612,7.515,-4.539,2.969,-0.49,-0.369,0.035,-0.275,0.863,8.238,-0.008,-0.656,0.167,12840.0,-6818.0,-2794.0,1965,1908,1,1833,1907,1,0
2,Udarzenia,2025-10-05 02:38:24.724,8.765,-4.662,1.714,-0.288,-0.005,0.25,0.628,1.373,9.414,-0.097,-0.454,0.209,14280.0,-7591.0,-2094.0,1968,1885,1,1845,1906,1,0
2,Udarzenia,2025-10-05 02:38:24.834,9.196,-5.49,1.506,-0.025,0.163,0.189,0.902,2.001,9.65,-0.033,-0.115,-0.01,13857.0,-8281.0,-3854.0,1967,1905,1,1850,1907,1,0
