21118,1.458,-2.782,10.130,-0.182,0.048,-0.015,3.060,-2.354,-10.003,0.015,-0.010,0.013,-7162,-4547,-13614,1996,1904,1,4095,4095,1
21238,1.532,-2.811,10.120,-0.182,0.047,-0.014,3.138,-2.236,-10.003,0.017,-0.009,0.009,-7095,-4590,-13624,1983,1893,1,4095,4095,1
21358,1.487,-2.777,10.142,-0.181,0.046,-0.012,3.060,-2.275,-9.964,0.015,-0.010,0.006,-7187,-4558,-13615,1982,1897,1,4095,4095,1
21478,1.453,-2.765,10.147,-0.181,0.047,-0.015,3.099,-2.354,-10.003,0.019,-0.008,0.012,-7204,-4556,-13591,1999,1895,1,4095,4095,1
21598,1.551,-2.777,10.120,-0.182,0.048,-0.012,3.138,-2.275,-10.003,0.014,-0.013,0.009,-7017,-4622,-13639,1998,1879,1,4095,4095,1
21718,1.496,-2.794,10.137,-0.181,0.045,-0.015,3.138,-2.354,-10.042,0.023,-0.008,0.007,-7106,-4544,-13644,2001,1866,1,4095,4095,1
21838,1.511,-2.770,10.127,-0.183,0.046,-0.013,3.099,-2.314,-10.003,0.017,-0.011,0.009,-7117,-4548,-13592,2001,1875,1,4095,4095,1
21958,1.518,-2.753,10.137,-0.182,0.046,-0.013,3.138,-2.275,-10.003,0.021,-0.011,0.008,-7105,-4605,-13622,1988,1881,1,4095,4095,1
22078,1.537,-2.801,10.111,-0.182,0.045,-0.015,3.138,-2.314,-10.003,0.018,-0.009,0.008,-7050,-4576,-13662,1986,1892,1,4095,4095,1
22198,1.463,-2.768,10.151,-0.182,0.046,-0.013,3.138,-2.393,-10.003,0.016,-0.011,0.008,-7201,-4563,-13571,1983,1894,1,4095,4095,1
22318,1.537,-2.780,10.149,-0.181,0.047,-0.013,3.138,-2.354,-10.003,0.022,-0.010,0.010,-7146,-4624,-13610,1998,1897,1,4095,4095,1
22438,1.513,-2.823,10.135,-0.181,0.046,-0.014,3.060,-2.275,-10.003,0.022,-0.011,0.010,-7090,-4568,-13628,1985,1913,1,4095,4095,1
22558,1.554,-2.801,10.096,-0.183,0.046,-0.013,3.138,-2.314,-10.003,0.014,-0.010,0.010,-7060,-4563,-13672,2021,1892,1,4095,4095,1
22678,1.470,-2.753,10.154,-0.182,0.046,-0.014,3.138,-2.354,-10.042,0.020,-0.009,0.007,-7226,-4622,-13572,1990,1899,1,4095,4095,1
22798,1.499,-2.787,10.135,-0.182,0.047,-0.013,3.099,-2.314,-10.042,0.019,-0.011,0.010,-7124,-4536,-13597,1991,1890,1,4095,4095,1
22918,1.551,-2.794,10.137,-0.182,0.046,-0.014,3.138,-2.314,-10.042,0.017,-0.010,0.009,-7087,-4592,-13658,2000,1885,1,4095,4095,1
23038,1.506,-2.772,10.125,-0.182,0.046,-0.015,3.138,-2.314,-10.003,0.020,-0.010,0.008,-7188,-4571,-13613,1998,1901,1,4095,4095,1
23158,1.506,-2.772,10.151,-0.182,0.046,-0.015,3.138,-2.314,-10.042,0.019,-0.011,0.009,-7122,-4612,-13591,1999,1885,1,4095,4095,1
23278,1.508,-2.794,10.144,-0.182,0.046,-0.014,3.060,-2.275,-10.042,0.018,-0.009,0.009,-7073,-4579,-13606,2000,1888,1,4095,4095,1
23398,1.525,-2.770,10.147,-0.182,0.046,-0.014,3.099,-2.314,-10.042,0.015,-0.010,0.010,-7101,-4620,-13622,1997,1889,1,4095,4095,1
23518,1.511,-2.756,10.113,-0.183,0.047,-0.015,3.138,-2.314,-9.964,0.017,-0.011,0.007,-7152,-4612,-13600,1995,1889,1,4095,4095,1
23638,1.525,-2.763,10.135,-0.181,0.047,-0.013,3.060,-2.236,-10.003,0.018,-0.013,0.009,-7072,-4613,-13605,2000,1883,1,4095,4095,1
23758,1.501,-2.792,10.130,-0.183,0.047,-0.013,3.099,-2.314,-10.042,0.017,-0.012,0.009,-7092,-4580,-13616,1995,1897,1,4095,4095,1
23878,1.530,-2.787,10.144,-0.182,0.046,-0.014,3.138,-2.314,-10.003,0.017,-0.011,0.008,-7103,-4574,-13613,1999,1887,1,4095,4095,1
23998,1.513,-2.768,10.120,-0.182,0.045,-0.014,3.138,-2.314,-10.003,0.018,-0.010,0.007,-7125,-4569,-13610,1999,1903,1,4095,4095,1
24118,1.511,-2.770,10.154,-0.183,0.046,-0.014,3.099,-2.314,-9.964,0.018,-0.009,0.010,-7119,-4578,-13610,1998,1898,1,4095,4095,1
24238,1.508,-2.780,10.132,-0.181,0.046,-0.013,3.138,-2.354,-10.042,0.018,-0.009,0.009,-7099,-4587,-13581,1984,1895,1,4095,4095,1
24358,1.511,-2.765,10.142,-0.181,0.046,-0.013,3.138,-2.314,-10.003,0.018,-0.008,0.010,-7151,-4594,-13633,1989,1893,1,4095,4095,1
24478,1.494,-2.753,10.144,-0.182,0.047,-0.014,3.099,-2.275,-10.003,0.017,-0.010,0.010,-7139,-4586,-13641,1996,1885,1,4095,4095,1
24598,1.518,-2.782,10.151,-0.181,0.047,-0.013,3.138,-2.314,-10.003,0.018,-0.012,0.009,-7096,-4581,-13616,2001,1901,1,4095,4095,1
24718,1.513,-2.799,10.116,-0.182,0.044,-0.014,3.138,-2.314,-10.081,0.019,-0.009,0.007,-7091,-4593,-13570,1994,1858,1,4095,4095,1
24838,1.513,-2.770,10.132,-0.182,0.046,-0.013,3.138,-2.314,-10.003,0.017,-0.010,0.008,-7050,-4544,-13596,1983,1890,1,4095,4095,1
24958,1.523,-2.784,10.116,-0.183,0.046,-0.013,3.099,-2.314,-10.003,0.019,-0.008,0.008,-7104,-4577,-13474,1989,1904,1,4095,4095,1
25078,1.520,-2.775,10.106,-0.182,0.046,-0.013,3.099,-2.314,-10.003,0.018,-0.009,0.007,-7157,-4635,-13664,1994,1899,1,4095,4095,1
25198,1.501,-2.775,10.137,-0.182,0.046,-0.014,3.099,-2.314,-10.042,0.019,-0.009,0.008,-7149,-4545,-13550,1997,1901,1,4095,4095,1
25318,1.506,-2.765,10.149,-0.182,0.046,-0.015,3.177,-2.354,-10.003,0.016,-0.011,0.009,-7161,-4588,-13601,1981,1890,1,4095,4095,1
25438,1.523,-2.746,10.144,-0.181,0.046,-0.014,3.138,-2.275,-10.003,0.018,-0.010,0.008,-7100,-4587,-13628,2007,1906,1,4095,4095,1
25558,1.508,-2.777,10.132,-0.181,0.046,-0.014,3.138,-2.314,-10.003,0.019,-0.010,0.009,-7124,-4580,-13646,2000,1898,1,4095,4095,1
25678,1.530,-2.770,10.144,-0.182,0.046,-0.013,3.099,-2.275,-10.042,0.019,-0.009,0.009,-7084,-4611,-13634,1991,1898,1,4095,4095,1
25798,1.513,-2.780,10.139,-0.182,0.046,-0.015,3.099,-2.314,-10.081,0.021,-0.010,0.009,-7140,-4604,-13623,1986,1879,1,4095,4095,1
25918,1.492,-2.775,10.151,-0.181,0.046,-0.013,3.099,-2.314,-9.964,0.018,-0.011,0.008,-7164,-4599,-13607,1969,1895,1,4095,4095,1
26038,1.525,-2.796,10.123,-0.181,0.046,-0.013,3.138,-2.275,-10.003,0.016,-0.011,0.007,-7085,-4586,-13634,1989,1911,1,4095,4095,1
26158,1.492,-2.777,10.130,-0.182,0.047,-0.014,3.138,-2.314,-10.003,0.018,-0.010,0.007,-7121,-4577,-13616,1997,1893,1,4095,4095,1
26278,1.520,-2.782,10.151,-0.181,0.046,-0.014,3.177,-2.314,-10.003,0.018,-0.010,0.009,-7103,-4601,-13604,1987,1887,1,4095,4095,1
26398,1.516,-2.768,10.139,-0.182,0.046,-0.014,3.099,-2.314,-10.042,0.017,-0.010,0.006,-7139,-4570,-13596,1998,1904,1,4095,4095,1
26518,1.525,-2.775,10.125,-0.181,0.046,-0.014,3.138,-2.314,-10.003,0.019,-0.009,0.009,-7094,-4590,-13644,1998,1888,1,4095,4095,1
26638,1.489,-2.784,10.147,-0.182,0.045,-0.014,3.138,-2.314,-10.042,0.021,-0.010,0.010,-7126,-4588,-13593,1994,1872,1,4095,4095,1
26758,1.523,-2.784,10.125,-0.182,0.046,-0.014,3.138,-2.314,-10.042,0.020,-0.011,0.009,-7116,-4601,-13636,2003,1895,1,4095,4095,1
26878,1.523,-2.784,10.147,-0.182,0.046,-0.013,3.177,-2.275,-10.042,0.019,-0.009,0.009,-7089,-4594,-13643,1987,1891,1,4095,4095,1
26998,1.482,-2.784,10.113,-0.183,0.046,-0.014,3.099,-2.314,-10.042,0.016,-0.010,0.009,-7160,-4570,-13570,1990,1886,1,4095,4095,1
27118,1.520,-2.761,10.130,-0.182,0.046,-0.014,3.099,-2.275,-10.003,0.015,-0.010,0.011,-7132,-4564,-13573,1991,1902,1,4095,4095,1
27238,1.525,-2.780,10.125,-0.181,0.045,-0.014,3.138,-2.314,-10.042,0.019,-0.009,0.007,-7136,-4588,-13624,1993,1886,1,4095,4095,1
27358,1.508,-2.801,10.118,-0.182,0.046,-0.013,3.099,-2.275,-10.003,0.016,-0.011,0.008,-7108,-4566,-13605,1993,1894,1,4095,4095,1
27478,1.511,-2.792,10.144,-0.182,0.047,-0.014,3.099,-2.236,-9.964,0.017,-0.011,0.009,-7096,-4586,-13699,1985,1890,1,4095,4095,1
27598,1.484,-2.789,10.144,-0.182,0.045,-0.015,3.138,-2.275,-10.003,0.018,-0.008,0.008,-7199,-4525,-13595,1987,1889,1,4095,4095,1
27718,1.532,-2.772,10.171,-0.181,0.046,-0.014,3.138,-2.314,-9.964,0.020,-0.011,0.009,-7108,-4628,-13625,1998,1891,1,4095,4095,1
27838,1.528,-2.794,10.135,-0.182,0.046,-0.014,3.099,-2.275,-10.042,0.019,-0.009,0.008,-7063,-4581,-13638,1998,1903,1,4095,4095,1
27958,1.518,-2.784,10.132,-0.181,0.046,-0.014,3.138,-2.314,-10.003,0.020,-0.009,0.007,-7130,-4607,-13593,1998,1888,1,4095,4095,1
28078,1.489,-2.775,10.130,-0.182,0.046,-0.014,3.138,-2.314,-10.003,0.019,-0.011,0.010,-7127,-4600,-13638,1994,1889,1,4095,4095,1
28198,1.525,-2.804,10.130,-0.181,0.046,-0.013,3.138,-2.275,-10.003,0.019,-0.010,0.008,-7089,-4603,-13640,1984,1883,1,4095,4095,1
28318,1.439,-2.816,10.159,-0.183,0.046,-0.012,3.060,-2.314,-10.081,0.027,-0.008,0.005,-7160,-4477,-13618,2015,1919,1,4095,4095,1
28438,1.499,-2.804,10.147,-0.181,0.047,-0.013,3.099,-2.314,-10.003,0.011,-0.011,0.011,-7139,-4557,-13609,1995,1892,1,4095,4095,1
28558,1.578,-2.758,10.147,-0.175,0.046,-0.012,3.217,-2.197,-9.964,-0.004,-0.060,0.011,-7262,-4599,-13441,2000,1893,1,4095,4095,1
28678,1.525,-2.828,10.082,-0.124,0.026,-0.011,3.099,-2.314,-10.042,0.040,-0.011,0.010,-7323,-4564,-13606,1994,1891,1,4095,4095,1
28798,1.523,-2.907,10.051,-0.020,0.119,0.028,3.099,-2.314,-10.042,0.004,0.019,0.005,-6994,-4721,-13678,1987,1894,1,4095,4095,1
28908,0.192,-2.133,10.748,-0.517,-0.398,-0.438,3.138,-2.314,-10.003,0.096,-0.044,-0.055,-7221,-3658,-13949,1953,1887,1,1830,1915,1
29028,3.369,-2.945,11.552,-2.116,-2.408,-0.157,3.138,-2.314,-9.964,-0.109,0.006,0.015,-7510,-3804,-13934,1995,1885,1,4095,4095,1
29148,8.241,-5.188,8.466,-1.434,-4.366,1.675,3.060,-2.314,-10.003,0.096,-0.005,-0.001,-7459,-4610,-13370,1988,1887,1,4095,4095,1
29268,7.355,-3.888,3.582,-2.121,-2.537,2.117,3.413,-2.157,-10.003,0.049,0.231,0.009,-8515,-4172,-11725,2001,1882,1,4095,4095,1
29378,7.851,-5.222,-0.520,-0.775,-1.305,1.011,3.138,-2.393,-10.003,0.140,-0.287,0.005,-7504,-4334,-13522,1990,1910,1,4095,4095,1
29498,4.709,-6.685,-2.308,0.585,-0.567,0.452,3.177,-2.275,-9.924,0.311,-0.516,0.007,-8764,-5241,-11145,1997,1905,1,4095,4095,1
