2771422,-1.671,-0.168,-9.325,-0.181,0.048,-0.013,2.903,-4.315,6.394,0.004,0.001,-0.002,-5047,-11253,-10019,1956,1900,1,1842,1926,1
2771542,-1.669,-0.206,-9.278,-0.182,0.047,-0.013,2.903,-4.315,6.394,0.001,0.001,-0.002,-5092,-11283,-10060,1963,1902,1,1850,1914,1
2771662,-1.609,-0.180,-9.311,-0.180,0.047,-0.011,2.903,-4.315,6.394,0.003,0.000,-0.003,-4928,-11297,-10041,1961,1874,1,1831,1904,1
2771782,-1.678,-0.218,-9.304,-0.181,0.048,-0.012,2.903,-4.315,6.394,0.002,0.001,-0.002,-4969,-11273,-10010,1951,1894,1,1847,1910,1
2771902,-1.640,-0.189,-9.318,-0.182,0.045,-0.012,2.903,-4.315,6.394,0.003,0.002,-0.001,-4941,-11228,-10104,1950,1894,1,1845,1905,1
2772022,-1.654,-0.194,-9.328,-0.182,0.048,-0.013,2.903,-4.315,6.394,0.001,0.003,-0.004,-4977,-11276,-9987,1961,1906,1,1839,1905,1
2772142,-1.690,-0.184,-9.311,-0.182,0.046,-0.013,2.903,-4.315,6.433,0.003,-0.002,-0.001,-5022,-11238,-10330,1968,1891,1,1847,1905,1
2772262,-1.638,-0.192,-9.347,-0.181,0.047,-0.012,2.903,-4.315,6.394,0.003,0.001,-0.002,-4976,-11268,-10009,1968,1904,1,1840,1907,1
2772382,-1.686,-0.184,-9.306,-0.182,0.047,-0.012,2.903,-4.315,6.394,0.004,0.001,-0.003,-5032,-11273,-9973,1962,1887,1,1841,1911,1
2772502,-1.664,-0.192,-9.311,-0.181,0.046,-0.013,2.903,-4.315,6.394,0.001,0.002,-0.002,-4974,-11289,-10044,1935,1903,1,1839,1904,1
2772622,-1.669,-0.206,-9.299,-0.181,0.046,-0.012,2.903,-4.315,6.394,0.005,-0.001,-0.002,-5005,-11272,-10028,1955,1898,1,1841,1905,1
2772742,-1.640,-0.175,-9.304,-0.180,0.046,-0.012,2.903,-4.315,6.433,0.002,0.002,-0.004,-4973,-11253,-10010,1981,1891,1,1856,1904,1
2772862,-1.654,-0.218,-9.309,-0.181,0.048,-0.013,2.903,-4.315,6.394,0.002,0.002,-0.002,-4984,-11309,-10007,1979,1883,1,1837,1905,1
2772982,-1.662,-0.182,-9.313,-0.182,0.046,-0.012,2.903,-4.276,6.394,0.005,0.000,-0.001,-5021,-11280,-10037,1962,1879,1,1839,1914,1
2773102,-1.664,-0.194,-9.306,-0.183,0.047,-0.013,2.903,-4.315,6.394,0.004,0.001,0.001,-5024,-11278,-10050,1966,1885,1,1823,1915,1
2773222,-1.669,-0.180,-9.304,-0.181,0.046,-0.014,2.864,-4.315,6.394,0.003,0.001,-0.002,-4980,-11274,-10030,1954,1895,1,1843,1909,1
2773342,-1.640,-0.182,-9.328,-0.182,0.048,-0.012,2.864,-4.315,6.394,0.005,0.002,-0.003,-5007,-11290,-10055,1980,1891,1,1845,1904,1
2773462,-1.676,-0.187,-9.311,-0.182,0.046,-0.013,2.903,-4.315,6.394,0.002,0.003,-0.003,-5025,-11304,-9978,1967,1895,1,1840,1895,1
2773582,-1.657,-0.194,-9.321,-0.181,0.046,-0.013,2.903,-4.276,6.394,0.004,0.001,-0.001,-4999,-11260,-10016,1967,1861,1,1839,1911,1
2773702,-1.664,-0.184,-9.299,-0.182,0.047,-0.012,2.903,-4.315,6.394,0.005,-0.001,-0.002,-5021,-11243,-10035,1957,1887,1,1858,1903,1
2773822,-1.657,-0.213,-9.323,-0.182,0.047,-0.012,2.903,-4.315,6.394,0.005,0.001,-0.002,-4983,-11288,-10002,1961,1901,1,1827,1913,1
2773942,-1.657,-0.192,-9.316,-0.181,0.047,-0.012,2.903,-4.315,6.394,0.003,0.002,-0.000,-5009,-11292,-10035,1963,1907,1,1847,1907,1
2774062,-1.659,-0.180,-9.306,-0.181,0.047,-0.013,2.903,-4.315,6.394,0.002,0.003,-0.001,-4953,-11256,-10086,1961,1895,1,1837,1914,1
2774182,-1.654,-0.189,-9.321,-0.182,0.047,-0.011,2.903,-4.315,6.394,0.002,0.002,-0.002,-4978,-11295,-10038,1954,1892,1,1843,1911,1
2774302,-1.623,-0.172,-9.311,-0.181,0.047,-0.011,2.903,-4.315,6.433,0.004,0.001,-0.003,-5012,-11293,-9996,1962,1897,1,1837,1875,1
2774422,-1.583,-0.201,-9.330,-0.182,0.049,-0.012,2.903,-4.315,6.394,0.002,0.003,-0.002,-4928,-11275,-10061,1966,1885,1,1840,1911,1
2774542,-1.721,-0.175,-9.297,-0.182,0.047,-0.013,2.903,-4.315,6.394,0.003,0.002,-0.002,-5125,-11278,-10005,1969,1885,1,1849,1904,1
2774662,-1.657,-0.180,-9.290,-0.182,0.047,-0.012,2.903,-4.315,6.394,0.003,0.001,-0.002,-4998,-11250,-10021,1961,1866,1,1840,1917,1
2774782,-1.666,-0.189,-9.304,-0.181,0.048,-0.014,2.864,-4.315,6.394,0.005,0.001,-0.004,-5004,-11312,-9986,1984,1892,1,1841,1905,1
2774902,-1.666,-0.172,-9.316,-0.179,0.046,-0.014,2.903,-4.315,6.394,0.003,-0.001,-0.003,-5044,-11259,-10038,1965,1886,1,1840,1906,1
2775022,-1.630,-0.175,-9.299,-0.182,0.046,-0.012,2.903,-4.315,6.394,0.002,0.001,-0.002,-4981,-11264,-10012,1952,1893,1,1840,1906,1
2775142,-1.642,-0.182,-9.311,-0.182,0.044,-0.013,2.903,-4.315,6.394,0.003,-0.001,-0.003,-4998,-11293,-10022,1953,1894,1,1837,1917,1
2775262,-1.654,-0.192,-9.292,-0.182,0.046,-0.012,2.903,-4.315,6.394,0.004,0.001,-0.001,-5026,-11296,-10004,1963,1892,1,1835,1919,1
2775382,-1.657,-0.182,-9.297,-0.180,0.046,-0.012,2.903,-4.315,6.394,0.004,0.002,-0.002,-4989,-11280,-10024,1968,1901,1,1818,1908,1
2775502,-1.683,-0.225,-9.342,-0.181,0.047,-0.012,2.942,-4.315,6.394,0.000,0.001,0.000,-4999,-11319,-9973,1966,1886,1,1840,1905,1
2775622,-1.659,-0.192,-9.328,-0.182,0.047,-0.014,2.903,-4.276,6.394,0.004,-0.000,-0.002,-5054,-11268,-9994,1967,1917,1,1852,1914,1
2775742,-1.676,-0.196,-9.301,-0.183,0.047,-0.014,2.903,-4.315,6.433,0.001,0.000,-0.003,-5050,-11293,-10011,1969,1905,1,1835,1904,1
2775862,-1.664,-0.206,-9.316,-0.181,0.046,-0.014,2.903,-4.315,6.394,0.002,0.001,-0.002,-4997,-11309,-10002,1952,1879,1,1839,1905,1
2775982,-1.575,-0.158,-9.321,-0.180,0.049,-0.010,2.903,-4.276,6.394,0.002,0.002,0.001,-4920,-11224,-10100,1949,1890,1,1834,1914,1
2776102,-1.683,-0.213,-9.316,-0.182,0.049,-0.011,2.903,-4.315,6.394,-0.002,-0.002,-0.002,-4975,-11299,-10063,1956,1887,1,1846,1907,1
2776222,-1.623,-0.218,-9.325,-0.180,0.047,-0.012,2.903,-4.315,6.394,0.003,0.000,-0.001,-4887,-11320,-10027,1966,1885,1,1836,1904,1
2776342,-1.642,-0.192,-9.299,-0.181,0.048,-0.014,2.942,-4.315,6.394,0.004,0.002,-0.002,-4939,-11267,-10080,1947,1886,1,1840,1905,1
2776462,-1.712,-0.184,-9.297,-0.182,0.047,-0.012,2.903,-4.315,6.394,0.004,0.002,-0.003,-5024,-11287,-9921,1967,1887,1,1840,1915,1
2776582,-1.621,-0.163,-9.306,-0.182,0.046,-0.013,2.903,-4.315,6.394,0.003,0.000,-0.003,-4942,-11291,-10025,1962,1898,1,1825,1907,1
2776702,-1.669,-0.196,-9.287,-0.182,0.048,-0.012,2.903,-4.276,6.394,0.001,0.002,-0.002,-5006,-11300,-9940,1962,1893,1,1839,1905,1
2776822,-1.659,-0.206,-9.316,-0.182,0.045,-0.013,2.903,-4.315,6.394,0.003,0.001,-0.004,-5015,-11265,-10014,1975,1893,1,1847,1904,1
2776942,-1.623,-0.206,-9.290,-0.181,0.043,-0.010,2.864,-4.315,6.433,0.004,0.003,-0.002,-4939,-11294,-10014,1965,1885,1,1841,1901,1
2777062,-1.614,-0.206,-9.325,-0.183,0.049,-0.012,2.903,-4.315,6.394,0.003,0.001,-0.003,-4916,-11298,-10031,1965,1905,1,1838,1901,1
2777182,-1.693,-0.177,-9.278,-0.182,0.048,-0.013,2.903,-4.315,6.394,0.002,0.000,-0.004,-5099,-11263,-9976,1968,1927,1,1838,1911,1
2777302,-1.657,-0.189,-9.321,-0.182,0.047,-0.011,2.942,-4.315,6.394,0.003,0.001,-0.001,-4961,-11296,-10052,1968,1894,1,1841,1904,1
2777422,-1.664,-0.220,-9.313,-0.182,0.048,-0.011,2.903,-4.315,6.394,0.001,0.003,0.000,-4972,-11285,-10007,1962,1886,1,1840,1915,1
2777542,-1.669,-0.192,-9.321,-0.181,0.046,-0.013,2.903,-4.315,6.394,0.004,-0.000,-0.002,-5053,-11277,-10015,1962,1893,1,1838,1907,1
2777662,-1.652,-0.206,-9.299,-0.181,0.047,-0.013,2.903,-4.315,6.394,0.005,-0.000,-0.002,-4989,-11285,-10022,1968,1897,1,1843,1903,1
2777782,-1.666,-0.211,-9.316,-0.183,0.048,-0.013,2.903,-4.315,6.394,0.003,0.002,-0.001,-5040,-11253,-10026,1964,1897,1,1835,1905,1
2777902,-1.626,-0.177,-9.311,-0.181,0.048,-0.012,2.903,-4.315,6.394,0.002,0.000,-0.002,-5002,-11253,-10056,1962,1895,1,1840,1907,1
2778022,-1.626,-0.201,-9.323,-0.182,0.050,-0.011,2.903,-4.315,6.394,0.002,0.002,-0.001,-4925,-11307,-10036,1968,1887,1,1840,1904,1
2778142,-1.599,-0.311,-9.333,-0.178,0.048,-0.015,2.903,-4.315,6.394,0.006,0.000,-0.003,-4833,-11478,-9894,1963,1895,1,1852,1907,1
2778262,-1.580,-0.220,-9.340,-0.177,0.035,-0.009,2.903,-4.315,6.394,0.013,0.005,0.003,-4857,-11352,-9961,1968,1899,1,1841,1907,1
2778382,-1.702,-0.091,-9.325,-0.186,0.050,-0.009,2.864,-4.315,6.394,0.001,0.002,-0.003,-5149,-11137,-10120,1975,1897,1,1839,1907,1
2778502,-1.642,-0.302,-9.323,-0.182,0.048,-0.012,2.903,-4.315,6.394,0.005,0.002,-0.001,-4884,-11416,-9960,1961,1892,1,1840,1915,1
2778622,-1.707,-0.184,-9.325,-0.179,0.046,-0.012,2.903,-4.315,6.394,0.003,-0.001,-0.003,-4972,-11296,-10071,1962,1890,1,1842,1909,1
2778742,-1.683,-0.103,-9.309,-0.182,0.047,-0.012,2.864,-4.315,6.394,0.002,0.002,-0.004,-5142,-11178,-10095,1967,1895,1,1843,1909,1
